category,scientific_name,common_names,conservation_status
Nonvascular Plant,Pterigynandrum filiforme,Pterigynandrum Moss,Neutral
Nonvascular Plant,Isopterygium tenerum,Isopterygium Moss,Neutral
Nonvascular Plant,Platygyrium repens,Platygyrium Moss,Neutral
Nonvascular Plant,Pylaisiadelpha tenuirostris,Pylaisiadelpha Moss,Neutral
Nonvascular Plant,Brotherella recurvans,Recurved Brotherella Moss,Neutral
Nonvascular Plant,Heterophyllium affine,Heterophyllium Moss,Neutral
Nonvascular Plant,Sematophyllum adnatum,Sematophyllum Moss,Neutral
Nonvascular Plant,Sematophyllum demissum,Sematophyllum Moss,Neutral
Nonvascular Plant,Sematophyllum marylandicum,Maryland Sematophyllum Moss,Neutral
Nonvascular Plant,Thelia hirtella,Thelia Moss,Neutral
Nonvascular Plant,Abietinella abietina,Abietinella Moss,Neutral
Nonvascular Plant,Cyrto-hypnum minutulum,Cyrto-Hypnum Moss,Neutral
Nonvascular Plant,Cyrto-hypnum pygmaeum,Pygmy Cyrto-Hypnum Moss,Neutral
Nonvascular Plant,Rauiella scita,Rauiella Moss,Neutral
Nonvascular Plant,Thuidium allenii,Allen's Thuidium Moss,Neutral
Nonvascular Plant,Thuidium delicatulum,Delicate Thuidium Moss,Neutral
Nonvascular Plant,Thuidium recognitum,Thuidium Moss,Neutral
Nonvascular Plant,Acrobolbus ciliatus,Acrobolbus,Neutral
Nonvascular Plant,Calypogeja muelleriana,Mªller's Calypogeja,Neutral
Nonvascular Plant,Calypogeja muelleriana ssp. blomquistii,Blomquist's Calypogeja,Neutral
Nonvascular Plant,Calypogeja neesiana,Nees' Calypogeja,Neutral
Nonvascular Plant,Calypogeja peruviana,Peruvian Calypogeja,Neutral
Nonvascular Plant,Calypogeja sphagnicola,Sphagnum Calypogeja,Neutral
Nonvascular Plant,Calypogeja sullivantii,Sullivant's Calypogeja,Neutral
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,Neutral
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,Neutral
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,Neutral
Nonvascular Plant,Cephalozia catenulata,Cephalozia,Neutral
Nonvascular Plant,Cephalozia connivens,Cephalozia,Neutral
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,Neutral
Nonvascular Plant,Bazzania denudata,Bazzania,Neutral
Nonvascular Plant,Bazzania nudicaulis,Bazzania,Species of Concern
Nonvascular Plant,Bazzania tricrenata,Bazzania,Neutral
Nonvascular Plant,Bazzania trilobata,Threelobed Bazzania,Neutral
Nonvascular Plant,Lophocolea appalachiana,Appalachian Lophocolea,Species of Concern
Nonvascular Plant,Lophocolea muricata,Liverwort,Neutral
Nonvascular Plant,Blepharostoma trichophyllum,Blepharostoma,Neutral
Nonvascular Plant,Anastrophyllum helleranum,Heller's Anastrophyllum,Neutral
Nonvascular Plant,Anastrophyllum michauxii,Michaux's Anastrophyllum,Neutral
Nonvascular Plant,Anastrophyllum minutum,Anastrophyllum,Neutral
Nonvascular Plant,Anastrophyllum saxicola,Anastrophyllum,Neutral
Nonvascular Plant,Barbilophozia attenuata,Attenuate Barbilophozia,Neutral
Nonvascular Plant,Aneura pinguis,Aneura,Neutral
Nonvascular Plant,Apometzgeria pubescens,Apometzgeria,Neutral
Nonvascular Plant,Notothylas orbicularis,Round Notothylas,Neutral
Nonvascular Plant,Phaeoceros laevis,Phaeoceros,Neutral
Nonvascular Plant,Phaeoceros laevis ssp. carolinianus,Carolina Phaeoceros,Neutral
Nonvascular Plant,Amphidium mougeotii,Mougeot's Amphidium Moss,Neutral
Nonvascular Plant,Macrocoma sullivantii,Sullivant's Macrocoma Moss,Neutral
Nonvascular Plant,Orthotrichum exiguum,Orthotrichum Moss,Neutral
Nonvascular Plant,Orthotrichum ohioense,Ohio Orthotrichum Moss,Neutral
Nonvascular Plant,Orthotrichum stellatum,Stellate Orthotrichum Moss,Neutral
Nonvascular Plant,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,Neutral
Nonvascular Plant,Schlotheimia rugifolia,Ruggedleaf Schlotheimia Moss,Neutral
Nonvascular Plant,Ulota coarctata,Ulota Moss,Neutral
Nonvascular Plant,Ulota crispa,Ulota Moss,Neutral
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,Neutral
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,Neutral
Nonvascular Plant,Zygodon viridissimus,Zygodon Moss,Neutral
Nonvascular Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,Neutral
Nonvascular Plant,Atrichum altecristatum,Atrichum Moss,Neutral
Nonvascular Plant,Atrichum angustatum,Atrichum Moss,Neutral
Nonvascular Plant,Atrichum crispum,Atrichum Moss,Neutral
Nonvascular Plant,Atrichum oerstedianum,Oersted's Atrichum Moss,Neutral
Nonvascular Plant,Atrichum undulatum,Undulate Atrichum Moss,Neutral
Nonvascular Plant,Pogonatum brachyphyllum,Pogonatum Moss,Neutral
Nonvascular Plant,Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,Neutral
Nonvascular Plant,Polytrichum appalachianum,Appalachian Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum commune,Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum juniperinum,Juniper Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum ohioense,Ohio Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum pallidisetum,Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum piliferum,Polytrichum Moss,Neutral
Nonvascular Plant,Polytrichum strictum,Polytrichum Moss,Neutral
Nonvascular Plant,Anoectangium aestivum,Anoectangium Moss,Neutral
Nonvascular Plant,Astomum muehlenbergianum,Muehlenberg's Astomum Moss,Neutral
Nonvascular Plant,Barbula convoluta,Convoluted Barbula Moss,Neutral
Nonvascular Plant,Barbula unguiculata,Barbula Moss,Neutral
Nonvascular Plant,Didymodon fallax,Didymodon Moss,Neutral
Nonvascular Plant,Didymodon fallax var. reflexus,Didymodon Moss,Neutral
Nonvascular Plant,Didymodon rigidulus,Rigid Didymodon Moss,Neutral
Nonvascular Plant,Ephemerum spinulosum,Ephemerum Moss,Neutral
Nonvascular Plant,Eucladium verticillatum,Eucladium Moss,Neutral
Nonvascular Plant,Gymnostomum aeruginosum,Gymnostomum Moss,Neutral
Nonvascular Plant,Hymenostylium recurvirostre,Hymenostylium Moss,Neutral
Nonvascular Plant,Hyophila involuta,Hyophila Moss,Neutral
Nonvascular Plant,Leptodontium excelsum,Grandfather Mountain Leptodontium,Neutral
Nonvascular Plant,Leptodontium flexifolium,Pale-Margined Leptodontium,Neutral
Nonvascular Plant,Oxystegus tenuirostris,Oxystegus Moss,Neutral
Nonvascular Plant,Scopelophila ligulata,Copper Moss,Neutral
Nonvascular Plant,Tortella humilis,Tortella Moss,Neutral
Nonvascular Plant,Tortella tortuosa,Tortured Tortella Moss,Neutral
Nonvascular Plant,Tortula ammonsiana,Ammon's Screw-Moss,Species of Concern
Nonvascular Plant,Tortula amphidiacea,Tortula Moss,Neutral
Nonvascular Plant,Tortula fragilis,Fragmented Screw-Moss,Neutral
Nonvascular Plant,Weissia controversa,Controverial Weissia Moss,Neutral
Nonvascular Plant,Aulacomnium heterostichum,Aulacomnium Moss,Neutral
Nonvascular Plant,Aulacomnium palustre,Aulacomnium Moss,Neutral
Nonvascular Plant,Drummondia prorepens,Drummond Moss,Neutral
Nonvascular Plant,Sphagnum affine,Sphagnum,Neutral
Nonvascular Plant,Sphagnum capillifolium,Sphagnum,Neutral
Nonvascular Plant,Sphagnum compactum,Low Sphagnum,Neutral
Nonvascular Plant,Sphagnum cuspidatum,Toothed Sphagnum,Neutral
Nonvascular Plant,Sphagnum girgensohnii,Girgensohn's Sphagnum,Neutral
Nonvascular Plant,Sphagnum magellanicum,Magellan's Sphagnum,Neutral
Nonvascular Plant,Sphagnum molle,Sphagnum,Neutral
Nonvascular Plant,Sphagnum palustre,Prairie Sphagnum,Neutral
Nonvascular Plant,Sphagnum pylaesii,Pylaes' Sphagnum,Neutral
Nonvascular Plant,Sphagnum quinquefarium,Sphagnum,Neutral
Nonvascular Plant,Sphagnum squarrosum,Sphagnum,Neutral
Nonvascular Plant,Sphagnum subsecundum,Sphagnum,Neutral
Nonvascular Plant,Tetraphis pellucida,Tetraphis Moss,Neutral
Nonvascular Plant,Tetrodontium brownianum,Brown's Tetrodontium Moss,Neutral
Mammal,Antilocapra americana,"Pronghorn, Antelope",Neutral
Mammal,Bison bison,"Buffalo, Bison",Neutral
Mammal,Oreamnos americanus,"Rocky Mountain Goat, Mountain Goat",Neutral
Mammal,Ovis canadensis,Bighorn Sheep,Species of Concern
Mammal,Alces alces,"Eurasian Elk, Moose",Neutral
Mammal,Alces alces shirasi,Yellowstone Moose,Neutral
Mammal,Odocoileus hemionus,Mule Deer,Neutral
Mammal,Lynx canadensis,"Canadian Lynx, Canada Lynx, Lynx",Neutral
Mammal,Spilogale gracilis,Western Spotted Skunk,Neutral
Mammal,Gulo gulo,Wolverine,Neutral
Mammal,Martes americana,Pine Marten,Neutral
Mammal,Mustela erminea,"Ermine, Short Tailed Weasel",Neutral
Mammal,Taxidea taxus,"American Badger, Badger",Species of Concern
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened
Mammal,Antrozous pallidus,Pallid Bat,Species of Concern
Mammal,Corynorhinus townsendii,"Townsend's Big-Eared Bat, Western Big-Eared Bat, Pacific Townsend's Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat, Mule-Eared Bat",Neutral
Mammal,Euderma maculatum,Spotted Bat,Species of Concern
Mammal,Myotis californicus,"Californian Myotis, California Myotis",Species of Concern
Mammal,Myotis ciliolabrum,"Western Small-Footed Bat, Western Small-Footed Myotis, Small-Footed Myotis",Neutral
Mammal,Myotis evotis,Long-Eared Myotis,Species of Concern
Mammal,Myotis thysanodes,Fringed Myotis,Species of Concern
Mammal,Myotis volans,Long-Legged Myotis,Species of Concern
Mammal,Myotis yumanensis,Yuma Myotis,Species of Concern
Mammal,Lepus townsendii,"White-Tailed Jackrabbit, White-Tailed Jack Rabbit",Neutral
Mammal,Sylvilagus audubonii,Desert Cottontail,Neutral
Mammal,Sylvilagus nuttallii,Mountain Cottontail,Neutral
Mammal,Ochotona princeps,"American Pika, Pika",Neutral
Mammal,Lemmiscus curtatus,Sagebrush Vole,Neutral
Mammal,Microtus longicaudus,"Long-Tailed Vole, Coronation Island Vole",Neutral
Mammal,Microtus montanus,Montane Vole,Neutral
Mammal,Microtus richardsoni,Richardson Water Vole,Neutral
Mammal,Neotoma cinerea,Bushy-Tailed Woodrat,Neutral
Mammal,Phenacomys intermedius,"Heather Vole, Western Heather Vole",Neutral
Mammal,Zapus princeps,Western Jumping Mouse,Neutral
Mammal,Thomomys talpoides,Northern Pocket Gopher,Neutral
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,Neutral
Mammal,Marmota flaviventris,Yellow-Bellied Marmot,Neutral
Mammal,Neotamias amoenus,Yellow Pine Chipmunk,Neutral
Mammal,Neotamias minimus,Least Chipmunk,Neutral
Mammal,Neotamias umbrinus,Uinta Chipmunk,Neutral
Mammal,Spermophilus armatus,Uinta Ground Squirrel,Neutral
Mammal,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Neutral
Mammal,Tamias amoenus,Yellow-Pine Chipmunk,Neutral
Mammal,Tamias minimus,Least Chipmunk,Neutral
Mammal,Tamias umbrinus,Uinta Chipmunk,Neutral
Mammal,Sorex monticolus,Dusky Shrew,Neutral
Mammal,Sorex nanus,"Rocky Mountain Dwarf Shrew, Dwarf Shrew",Neutral
Mammal,Sorex preblei,"Malheur Shrew, Preble's Shrew",Species of Concern
Bird,Streptopelia decaocto,Eurasian Collared-Dove,Neutral
Bird,Buteo lagopus,Rough-Legged Hawk,Species of Concern
Bird,Buteo regalis,Ferruginous Hawk,Neutral
Bird,Buteo swainsoni,Swainson's Hawk,Neutral
Bird,Anas cyanoptera,Cinnamon Teal,Neutral
Bird,Anas penelope,Eurasian Wigeon,Neutral
Bird,Anas strepera,Gadwall,Neutral
Bird,Anser albifrons,Greater White-Fronted Goose,Neutral
Bird,Aythya marila,Greater Scaup,Neutral
Bird,Aythya valisineria,Canvasback,Neutral
Bird,Branta hutchinsii,Cackling Goose,Neutral
Bird,Bucephala islandica,Barrow's Goldeneye,Neutral
Bird,Chen rossii,"Ross' Goose, Ross's Goose",Neutral
Bird,Clangula hyemalis,"Oldsquaw, Long-Tailed Duck",Neutral
Bird,Cygnus buccinator,Trumpeter Swan,Species of Concern
Bird,Cygnus columbianus,Tundra Swan,Neutral
Bird,Cygnus cygnus,Whooper Swan,Neutral
Bird,Melanitta perspicillata,Surf Scoter,Neutral
Bird,Aeronautes saxatalis,White-Throated Swift,Neutral
Bird,Chaetura vauxi,Vaux's Swift,Species of Concern
Bird,Selasphorus platycercus,Broad-Tailed Hummingbird,Neutral
Bird,Selasphorus rufus,Rufous Hummingbird,Species of Concern
Bird,Stellula calliope,Calliope Hummingbird,Species of Concern
Bird,Charadrius nivosus,Snowy Plover,Neutral
Bird,Pluvialis squatarola,Black-Bellied Plover,Neutral
Bird,Hydroprogne caspia,Caspian Tern,Neutral
Bird,Larus argentatus,"European Herring Gull, Herring Gull",Neutral
Bird,Larus californicus,California Gull,Neutral
Bird,Larus canus,Mew Gull,Neutral
Bird,Larus pipixcan,Franklin's Gull,Neutral
Bird,Rissa tridactyla,Black-Legged Kittiwake,Neutral
Bird,Sterna caspia,Caspian Tern,Neutral
Bird,Sterna forsteri,Forster's Tern,Neutral
Bird,Sterna hirundo,Common Tern,Species of Concern
Bird,Sterna paradisaea,Arctic Tern,Neutral
Bird,Xema sabini,Sabine's Gull,Neutral
Bird,Himantopus mexicanus,Black-Necked Stilt,Neutral
Bird,Recurvirostra americana,American Avocet,Neutral
Bird,Arenaria interpres,Ruddy Turnstone,Neutral
Bird,Bartramia longicauda,Upland Sandpiper,Species of Concern
Bird,Calidris alba,Sanderling,Neutral
Bird,Calidris alpina,Dunlin,Neutral
Bird,Calidris bairdii,Baird's Sandpiper,Neutral
Bird,Calidris canutus,Red Knot,Neutral
Bird,Calidris fuscicollis,White-Rumped Sandpiper,Neutral
Bird,Calidris himantopus,Stilt Sandpiper,Neutral
Bird,Calidris mauri,Western Sandpiper,Neutral
Bird,Calidris melanotos,Pectoral Sandpiper,Neutral
Bird,Gallinago delicata,Wilson's Snipe,Neutral
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,Neutral
Bird,Limosa fedoa,Marbled Godwit,Species of Concern
Bird,Limosa haemastica,Hudsonian Godwit,Neutral
Bird,Numenius americanus,Long-Billed Curlew,Neutral
Bird,Phalaropus tricolor,Wilson's Phalarope,Neutral
Bird,Tringa incana,Wandering Tattler,Neutral
Bird,Tringa semipalmata,Willet,Neutral
Bird,Stercorarius parasiticus,Parasitic Jaeger,Neutral
Bird,Mycteria americana,Wood Stork,Neutral
Bird,Patagioenas fasciata,Band-Tailed Pigeon,Species of Concern
Bird,Caracara cheriway,Crested Caracara,Neutral
Bird,Falco mexicanus,Prairie Falcon,Species of Concern
Bird,Falco peregrinus anatum,American Peregrine Falcon,In Recovery
Bird,Centrocercus urophasianus,"Greater Sage-Grouse, Greater Sage Grouse, Sage Grouse",Neutral
Bird,Dendragapus obscurus,Dusky Grouse,Neutral
Bird,Lagopus leucura,White-Tailed Ptarmigan,Neutral
Bird,Perdix perdix,"Gray Partridge, Grey Partridge",Neutral
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,Neutral
Bird,Gavia pacifica,"Pacific Diver, Pacific Loon",Neutral
Bird,Gavia stellata,"Red-Throated Diver, Red-Throated Loon",Neutral
Bird,Coturnicops noveboracensis,Yellow Rail,Species of Concern
Bird,Bombycilla garrulus,Bohemian Waxwing,Neutral
Bird,Calcarius lapponicus,Lapland Longspur,Neutral
Bird,Calcarius mccownii,Mccown's Longspur,Species of Concern
Bird,Passerina amoena,Lazuli Bunting,Neutral
Bird,Pheucticus melanocephalus,Black-Headed Grosbeak,Neutral
Bird,Piranga ludoviciana,Western Tanager,Neutral
Bird,Cinclus mexicanus,American Dipper,Neutral
Bird,Cyanocitta stelleri,Steller's Jay,Neutral
Bird,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern
Bird,Nucifraga columbiana,Clark's Nutcracker,Neutral
Bird,Perisoreus canadensis,"Gray Jay, Grey Jay",Neutral
Bird,Pica hudsonia,"Black-Billed Magpie, Magpie",Neutral
Bird,Amphispiza bilineata,Black-Throated Sparrow,Neutral
Bird,Artemisiospiza nevadensis,Sagebrush Sparrow,Neutral
Bird,Calamospiza melanocorys,Lark Bunting,Neutral
Bird,Pipilo chlorurus,Green-Tailed Towhee,Species of Concern
Bird,Pipilo maculatus,Spotted Towhee,Neutral
Bird,Spizella atrogularis,Black-Chinned Sparrow,Neutral
Bird,Spizella breweri,Brewer's Sparrow,Species of Concern
Bird,Spizella pallida,Clay-Colored Sparrow,Neutral
Bird,Zonotrichia querula,Harris's Sparrow,Neutral
Bird,Acanthus flammea,"Redpoll, Common Redpoll",Neutral
Bird,Carpodacus cassinii,Cassin's Finch,Neutral
Bird,Leucosticte atrata,Black Rosy-Finch,Neutral
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,Neutral
Bird,Pinicola enucleator,Pine Grosbeak,Neutral
Bird,Spinus pinus,Pine Siskin,Neutral
Bird,Spinus psaltria,Lesser Goldfinch,Neutral
Bird,Spinus tristis,American Goldfinch,Neutral
Bird,Tachycineta thalassina,Violet-Green Swallow,Neutral
Bird,Euphagus cyanocephalus,Brewer's Blackbird,Neutral
Bird,Icterus bullockii,Bullock's Oriole,Neutral
Bird,Sturnella neglecta,Western Meadowlark,Neutral
Bird,Lanius excubitor,"Great Grey Shrike, Northern Shrike",Neutral
Bird,Oreoscoptes montanus,Sage Thrasher,Species of Concern
Bird,Poecile gambeli,Mountain Chickadee,Neutral
Bird,Cardellina pusilla,Wilson's Warbler,Neutral
Bird,Oreothlypis celata,Orange-Crowned Warbler,Neutral
Bird,Oreothlypis peregrina,Tennessee Warbler,Neutral
Bird,Oreothlypis ruficapilla,Nashville Warbler,Neutral
Bird,Oreothlypis virginiae,Virginia's Warbler,Neutral
Bird,Seiurus aurocapillus,Ovenbird,Neutral
Bird,Setophaga castanea,Bay-Breasted Warbler,Neutral
Bird,Setophaga citrina,Hooded Warbler,Neutral
Bird,Setophaga coronata,Yellow-Rumped Warbler,Neutral
Bird,Setophaga discolor,Prairie Warbler,Neutral
Bird,Setophaga dominica,Yellow-Throated Warbler,Neutral
Bird,Setophaga fusca,Blackburnian Warbler,Neutral
Bird,Setophaga palmarum,Palm Warbler,Neutral
Bird,Setophaga pensylvanica,Chestnut-Sided Warbler,Neutral
Bird,Setophaga petechia,Yellow Warbler,Neutral
Bird,Setophaga striata,Blackpoll Warbler,Neutral
Bird,Setophaga tigrina,Cape May Warbler,Neutral
Bird,Setophaga townsendi,Townsend's Warbler,Neutral
Bird,Phainopepla nitens,Phainopepla,Species of Concern
Bird,Sitta pygmaea,Pygmy Nuthatch,Neutral
Bird,Catherpes mexicanus,Canyon Wren,Neutral
Bird,Salpinctes obsoletus,Rock Wren,Neutral
Bird,Ixoreus naevius,Varied Thrush,Neutral
Bird,Myadestes townsendi,Townsend's Solitaire,Neutral
Bird,Sialia currucoides,Mountain Bluebird,Neutral
Bird,Sialia mexicana,Western Bluebird,Species of Concern
Bird,Contopus sordidulus,"Western Wood-Pewee, Western Wood Pewee",Neutral
Bird,Empidonax hammondii,Hammond's Flycatcher,Neutral
Bird,Empidonax oberholseri,Dusky Flycatcher,Neutral
Bird,Empidonax occidentalis,Cordilleran Flycatcher,Neutral
Bird,Empidonax wrightii,"Grey Flycatcher, Gray Flycatcher",Neutral
Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Neutral
Bird,Sayornis saya,Say's Phoebe,Neutral
Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Neutral
Bird,Egretta thula,Snowy Egret,Neutral
Bird,Egretta tricolor,Tricolored Heron,Neutral
Bird,Plegadis chihi,White-Faced Ibis,Species of Concern
Bird,Plegadis falcinellus,Glossy Ibis,Neutral
Bird,Melanerpes lewis,"Lewis's Woodpecker, Lewis' Woodpecker",Neutral
Bird,Picoides albolarvatus,White-Headed Woodpecker,Neutral
Bird,Picoides dorsalis,American Three-Toed Woodpecker,Neutral
Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Neutral
Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern
Bird,Aechmophorus clarkii,Clark's Grebe,Neutral
Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern
Bird,Podiceps grisegena,Red-Necked Grebe,Neutral
Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Neutral
Bird,Psiloscops flammeolus,Flammulated Owl,Neutral
Bird,Aegolius funereus,Boreal Owl,Neutral
Bird,Athene cunicularia,Burrowing Owl,Neutral
Bird,Bubo scandiacus,Snowy Owl,Neutral
Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Neutral
Bird,Megascops kennicottii,Western Screech-Owl,Neutral
Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Neutral
Reptile,Charina bottae,Rubber Boa,Neutral
Reptile,Coluber constrictor,Racer,Neutral
Reptile,Pituophis catenifer sayi,Bullsnake,Neutral
Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Neutral
Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Neutral
Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Neutral
Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern
Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Neutral
Reptile,Chrysemys picta bellii,Western Painted Turtle,Neutral
Amphibian,Anaxyrus boreas boreas,Boreal Toad,Neutral
Amphibian,Bufo woodhousii,Woodhouse's Toad,Neutral
Amphibian,Pseudacris maculata,Boreal Chorus Frog,Neutral
Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern
Amphibian,Spea bombifrons,Plains Spadefoot,Neutral
Amphibian,Spea intermontana,Great Basin Spadefoot,Neutral
Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Neutral
Fish,Catostomus ardens,Utah Sucker,Neutral
Fish,Catostomus catostomus,Longnose Sucker,Neutral
Fish,Catostomus platyrhynchus,Mountain Sucker,Neutral
Fish,Chasmistes liorus,June Sucker,Endangered
Fish,Couesius plumbeus,Lake Chub,Neutral
Fish,Gila atraria,Utah Chub,Neutral
Fish,Rhinichthys osculus,Speckled Dace,Neutral
Fish,Richardsonius balteatus,Redside Shiner,Neutral
Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Neutral
Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Neutral
